episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,timesteps_this_iter,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,num_healthy_workers,trial_id,experiment_tag,sampler_perf/mean_env_wait_ms,sampler_perf/mean_processing_ms,sampler_perf/mean_inference_ms,info/num_steps_trained,info/num_steps_sampled,info/sample_time_ms,info/load_time_ms,info/grad_time_ms,info/update_time_ms,perf/cpu_util_percent,perf/ram_util_percent,info/learner/default_policy/cur_kl_coeff,info/learner/default_policy/cur_lr,info/learner/default_policy/total_loss,info/learner/default_policy/policy_loss,info/learner/default_policy/vf_loss,info/learner/default_policy/vf_explained_var,info/learner/default_policy/kl,info/learner/default_policy/entropy,info/learner/default_policy/entropy_coeff
437.49693130126815,102.67697754541733,246.68202999868433,1500.0,20,30000,False,90000,60,3,7ac5df12254d4e3e9a5dfda1f58fcafe,2020-07-16_13-22-32,1594873352,57.07231545448303,172.1619052886963,8464,bmil-X570-AORUS-ELITE-WIFI,192.168.0.12,172.1619052886963,90000,3,2,702cb9a8,0,3.1245267969963453,0.08882136051786275,0.3544617338250259,89856,90000,54220.485,22.691,2948.405,176.204,7.334567901234567,3.1999999999999997,0.05000000074505806,4.999999873689376e-05,13.847205,-0.0006953855,13.84779,0.45021924,0.0022179377,1.4087151,0.0
336.950189080028,93.39697611478275,147.58370350389083,1500.0,19,30000,False,30000,19,1,87eb3097f46d4a99b2e5e9ac6a5a5066,2020-07-16_13-24-03,1594873443,58.98607802391052,58.98607802391052,8776,bmil-X570-AORUS-ELITE-WIFI,192.168.0.12,58.98607802391052,30000,1,2,702cb9a8,0,3.1439265130317575,0.08871733525337762,0.3573769576714376,29952,30000,55217.654,51.556,3159.148,513.11,7.145882352941178,3.1999999999999993,0.20000000298023224,4.999999873689376e-05,6.2335057,-0.0004335161,6.2335644,0.33869064,0.0018743117,1.4269034,0.0
459.24620648329176,93.39697611478275,233.48875622481225,1500.0,20,30000,False,60000,39,2,87eb3097f46d4a99b2e5e9ac6a5a5066,2020-07-16_13-25-01,1594873501,58.45766258239746,117.44374060630798,8776,bmil-X570-AORUS-ELITE-WIFI,192.168.0.12,117.44374060630798,60000,2,2,702cb9a8,0,3.16219346423411,0.08915175328132376,0.35922569752936134,59904,60000,55312.446,30.071,3095.143,258.366,7.320481927710842,3.1999999999999997,0.10000000149011612,4.999999873689376e-05,11.397612,-0.0015576675,11.398598,0.4113634,0.0057104724,1.4128027,0.0
404.7865167071837,106.32559318826277,209.06805928556082,1500.0,20,30000,False,30000,20,1,0488a6e045204dcbbc408f12212b2282,2020-07-16_13-26-28,1594873588,59.058473348617554,59.058473348617554,9315,bmil-X570-AORUS-ELITE-WIFI,192.168.0.12,59.058473348617554,30000,1,2,702cb9a8,0,3.131195732962489,0.08939356893215582,0.3619346211142688,29952,30000,55241.441,53.146,3205.418,494.618,7.337647058823529,3.1999999999999993,0.20000000298023224,4.999999873689376e-05,8.677078,-0.000608718,8.677609,0.0017750426,0.0003907971,1.4289904,0.0
406.7868723392663,106.32559318826277,230.33670931451883,1500.0,19,30000,False,60000,39,2,0488a6e045204dcbbc408f12212b2282,2020-07-16_13-27-25,1594873645,56.83470630645752,115.89317965507507,9315,bmil-X570-AORUS-ELITE-WIFI,192.168.0.12,115.89317965507507,60000,2,2,702cb9a8,0,3.129304862185599,0.0889243559067685,0.3592745135723068,59904,60000,54546.858,30.857,3084.764,248.452,7.3012345679012345,3.1999999999999997,0.10000000149011612,4.999999873689376e-05,9.549875,-0.0013515643,9.550848,0.0005016131,0.0037966887,1.4205366,0.0
358.3535964830556,112.3762113355274,179.29544940321603,1500.0,19,30000,False,30000,19,1,9b6ee7b7903141dea12a657dcd0ff923,2020-07-16_13-29-13,1594873753,59.65040445327759,59.65040445327759,9602,bmil-X570-AORUS-ELITE-WIFI,192.168.0.12,59.65040445327759,30000,1,2,702cb9a8,0,3.17266350410683,0.08964727602419091,0.3654307223603251,29952,30000,55900.316,52.685,3135.019,518.189,7.082558139534884,3.1999999999999993,0.20000000298023224,4.999999873689376e-05,7.01785,-9.2540795e-05,7.0178566,0.033965632,0.00042653808,1.4361328,0.0
420.9742343547026,103.74417623002918,206.9793204808495,1500.0,20,30000,False,60000,39,2,9b6ee7b7903141dea12a657dcd0ff923,2020-07-16_13-30-11,1594873811,58.255040407180786,117.90544486045837,9602,bmil-X570-AORUS-ELITE-WIFI,192.168.0.12,117.90544486045837,60000,2,2,702cb9a8,0,3.1837119411169525,0.08984993534047919,0.36529725730080304,59904,60000,55608.159,30.631,3027.689,260.571,7.36987951807229,3.1999999999999997,0.10000000149011612,4.999999873689376e-05,7.568926,-0.0006772701,7.5694647,0.28161007,0.0013859696,1.4699763,0.0
421.37833881508465,103.74417623002918,235.89875353917168,1500.0,20,30000,False,90000,59,3,9b6ee7b7903141dea12a657dcd0ff923,2020-07-16_13-31-09,1594873869,58.13539791107178,176.04084277153015,9602,bmil-X570-AORUS-ELITE-WIFI,192.168.0.12,176.04084277153015,90000,3,2,702cb9a8,0,3.1886180238741577,0.08988465791602186,0.36661667632060924,89856,90000,55497.661,23.101,2965.072,174.713,7.260240963855422,3.1999999999999997,0.05000000074505806,4.999999873689376e-05,10.082096,-0.001270721,10.083183,0.54387885,0.0036520152,1.4585435,0.0
451.84221027332967,103.74417623002918,266.56263815569366,1500.0,20,30000,False,120000,79,4,9b6ee7b7903141dea12a657dcd0ff923,2020-07-16_13-32-08,1594873928,58.44789099693298,234.48873376846313,9602,bmil-X570-AORUS-ELITE-WIFI,192.168.0.12,234.48873376846313,120000,4,2,702cb9a8,0,3.1933100771919034,0.0898651533113342,0.3669204378744505,119808,120000,55504.942,19.202,2949.619,131.787,7.196385542168674,3.1999999999999997,0.02500000037252903,4.999999873689376e-05,16.75475,-0.0007211831,16.75538,0.38941127,0.00365359,1.4408056,0.0
347.6438571992315,96.73136878631557,199.4833059709988,1500.0,20,30000,False,30000,20,1,6297e6995150458f9ccf4926eb321cc3,2020-07-16_13-33-19,1594873999,59.95061159133911,59.95061159133911,9896,bmil-X570-AORUS-ELITE-WIFI,192.168.0.12,59.95061159133911,30000,1,2,702cb9a8,0,3.2037345419469796,0.08979557148735254,0.36646738726888833,29952,30000,56224.321,53.874,3139.557,490.735,7.188372093023256,3.1976744186046497,0.20000000298023224,4.999999873689376e-05,7.855829,-9.318371e-05,7.855818,0.001387063,0.0005232741,1.4055218,0.0
